id,GEOID10,LI1207_AVG,LI0308_AVG,LI0708_AVG,LI1108_AVG,LI0309_AVG,LI1009_AVG,LI0410_AVG,LI0311_AVG,LI1011_AVG,LI0412_AVG,LI1112_AVG,LI0913_AVG,RB_CUSTMR
290,42101031300,1.43,2.39,2.45,2.29,2.17,2.25,1.91,1.23,2.92,1.59,1.08,1.32,257
263,42101028400,2.12,2.64,3.15,2.7,2.85,2.88,2.38,2.29,3.37,1.46,1.11,1.64,249
103,42101010400,1.9,2,3.5,3.2,3.2,2.4,2.7,2.2,3.6,1.9,1.9,1.93,209
270,42101029000,2.2,2.41,2.98,2.89,2.68,2.88,2.12,2.3,3.48,1.6,1.01,1.25,226
141,42101014600,2.5,3.29,3.1,2.89,2.9,3.29,1.41,2.7,3.4,2.39,2.09,3.06,128
292,42101031402,1.31,2.47,2.45,2.26,2.16,2.25,1.86,1.28,2.93,1.58,1.11,1.29,260
122,42101012204,1.8,2.69,2.21,1.51,1.81,1.31,1.79,1.21,2.01,1.8,1.4,1.71,107
205,42101021400,1.5,1.4,1.5,1.5,1.3,1.2,1.9,1,1.5,1.4,1,1.2,261
92,42101009200,1.98,1.95,3.32,2.85,3.02,2.44,2.22,2.28,3.6,1.94,1.94,1.93,189
31,42101002500,2.5,1.9,2.5,1.5,2.2,1.4,1.2,1.2,3.1,2.1,1,1.6,237
325,42101034702,1,1,1.4,1.5,1.3,1.3,1.7,1.2,1.3,1.4,1,1.13,282
340,42101035900,1.3,1,1.2,1.1,1.1,1.1,1.5,1.1,1,1.1,1,1.1,283
175,42101017800,2.85,2.9,3.02,2.9,2.82,2.52,2.82,3.3,3.4,1.95,1.75,1.61,337
87,42101008702,2.04,2.47,2.37,1.78,2.22,2.2,2.4,1.22,2.74,1.7,1.55,1.98,90
192,42101020102,2.1,2.6,2.3,2.4,2.1,2.5,2.5,2,2.4,2.1,1.8,2.03,260
17,42101001201,1.64,1.74,2.35,1.92,2.15,1.54,1.91,1.55,1.66,1.78,1.73,1.57,252
39,42101003100,2.57,2.67,3.17,2.72,3.18,2.12,2.57,2.4,2.64,1.87,1.47,2.34,533
346,42101036301,1.2,1,1.4,1.3,1.3,1.1,1.2,1.1,1.4,1.1,1,1.13,350
107,42101010800,2.1,1.9,3.1,2.4,2.8,2.5,1.6,2.4,3.6,2,2,1.93,418
310,42101033400,1.48,1.73,1.58,1.64,1.31,1.21,1.16,1.03,1.2,1.35,1.08,1.13,216
76,42101008000,2.15,2.78,2.5,1.8,2.24,2.49,2.84,1.3,2.69,2.11,2.05,1.99,362
330,42101035100,1.1,1.1,1.6,1.7,1.4,1.3,1.7,1.2,1.6,1.2,1,1.2,159
275,42101029800,2.57,2.49,2.57,2.09,2.38,2.48,1.59,1.58,3.63,1.59,1.88,1.32,319
45,42101003800,2.43,2.4,3.16,2.25,2.84,1.83,1.67,1.97,2.04,2.21,1.32,1.48,307
33,42101002702,2.54,2.04,2.5,1.98,2.24,1.64,1.34,1.44,3.1,2.14,1.14,1.6,308
339,42101035800,1.3,1,1.22,1.13,1.12,1.1,1.5,1.1,1,1.14,1,1.1,392
319,42101034200,1.5,1,1.3,1.1,1.2,1.1,1.5,1.2,1,1.3,1,1.3,253
104,42101010500,1.9,2,3.49,3.19,3.19,2.39,2.69,2.19,3.59,1.89,1.89,1.92,167
168,42101017300,2.11,2.57,2.27,2.4,2.04,2.52,2.45,2.07,2.46,2.03,1.75,2.03,211
183,42101019100,2.5,2.47,2.31,2.49,2.11,2.14,2.43,2.9,3.26,1.99,1.72,1.59,578
110,42101011100,2.21,2.55,2.78,1.83,2.56,2.35,2.3,1.62,3.3,1.68,1.48,1.74,249
298,42101031900,2.6,2.5,2.6,2.1,2.4,2.5,1.6,1.6,3.7,1.6,1.9,1.33,290
109,42101011000,2.1,1.9,3.1,2.4,2.8,2.5,1.6,2.4,3.6,2,2,1.93,204
361,42101037900,2.42,3.2,2.34,2.62,2.14,2.18,2.48,2.81,3,1.7,1.96,1.54,542
48,42101004001,1.61,2.28,1.63,1.78,1.5,1.48,1.24,1.8,2.6,2.24,1.12,1.5,460
36,42101002900,1.91,2.45,2.04,1.66,1.87,1.82,1.34,1.51,2.45,2.11,1.04,1.5,506
123,42101012500,1.8,1.6,1.89,1.45,1.69,1.25,1.6,1.25,1.5,1.9,1.95,1.81,42
167,42101017202,2.3,2.3,1.9,2.4,1.4,2.9,1.9,3.1,3.3,1.2,1.2,2.03,317
253,42101027500,1.6,2,2.4,1.9,2.2,2.2,1.9,1.2,2.7,1.6,1,2.27,287
131,42101013602,2.62,2.17,1.7,1.4,1.43,1.28,1.67,1.45,1.75,1.54,1.47,2.17,378
304,42101032900,1.41,1.68,1.7,1.8,1.55,1.56,1.59,1.09,1.54,1.25,1.21,1.13,295
95,42101009500,2.27,2.6,2.84,1.71,2.68,2.43,2.26,1.59,3.35,1.77,1.62,1.71,399
223,42101024500,2.4,2.21,3.58,2.51,3.18,2.47,2.48,2.09,2.91,1.5,1,1.45,257
260,42101028100,2.5,2.6,3,3,2.7,1.7,2.1,2,3.4,1.8,1,1.04,216
355,42101037200,2.28,2.22,2.24,2.15,2.07,1.65,1.37,1.82,2.98,2.19,1.22,1.54,323
9,42101000803,1.3,1.4,1.69,1.42,1.56,1.2,1.62,1.27,1.27,2,2.02,2.04,54
165,42101017100,2.26,2.34,1.96,2.4,1.51,2.83,1.99,2.91,3.15,1.34,1.29,2.03,357
335,42101035601,1.4,1,1.48,1.46,1.38,1.1,1.5,1.1,1.09,1.66,1,1.11,268
35,42101002802,2.35,2.12,2.69,1.9,2.47,1.62,1.38,1.75,3.12,2.13,1.14,1.46,495
60,42101006200,1.97,2.7,2.67,2.6,2.4,2.01,2.42,1.5,2.12,1.9,1.95,1.29,246
218,42101024000,2.16,2.56,2.34,2.15,2.14,2.61,2.28,2.33,2.31,1.9,1.7,1.8,153
93,42101009300,2.23,2.19,3.5,2.48,3.24,2.49,2.6,1.96,3.36,1.9,1.7,1.82,368
309,42101033300,1.36,1.61,1.6,1.7,1.5,1.55,1.59,1.09,1.4,1.34,1.2,1.09,324
342,42101036100,1.2,1,1.39,1.29,1.29,1.1,1.2,1.1,1.39,1.1,1,1.12,385
86,42101008701,2.07,2.36,2.32,1.77,2.15,2.11,2.31,1.24,3,1.7,1.48,1.99,164
357,42101037500,1.8,2.7,2.2,1.5,1.8,1.3,1.8,1.2,2,1.8,1.4,1.71,146
166,42101017201,2.12,2.56,2.25,2.4,2.02,2.54,2.43,2.12,2.5,2,1.73,2.03,251
74,42101007800,2.08,2.8,2.46,1.78,2.32,2.4,2.64,1.28,2.3,1.59,1.65,1.89,248
351,42101036502,1.3,1,1.2,1.1,1.1,1.1,1.5,1.1,1,1.1,1,1.1,292
142,42101014700,2.54,3.3,3.19,2.97,2.99,3.33,1.7,2.7,3.45,2.36,2.06,3,134
291,42101031401,1.5,2.33,2.43,2.3,2.16,2.23,1.93,1.2,2.9,1.6,1.06,1.33,257
209,42101021800,1.4,1.3,1.6,1.6,1.1,1.1,1.8,1,1.3,1.4,1,1.2,162
179,42101018300,1.7,2.2,1.8,1.9,1.7,1.8,1.5,1,1.5,1.3,1.4,1.07,406
307,42101033102,1.22,1.32,1.64,1.74,1.46,1.4,1.65,1.15,1.57,1.22,1.08,1.17,400
280,42101030501,1.5,2.4,2,1.7,1.8,1.6,1.2,1,1.2,1.5,1,1.5,214
162,42101016901,2.49,2.59,3.27,2.1,3.07,2.21,3.57,2.9,3.59,2.28,1.88,2.19,311
314,42101033702,1.41,1,1.47,1.36,1.28,1.18,1.41,1.2,1.17,1.56,1,1.3,346
182,42101019000,2.46,2.44,2.24,2.46,2.04,2.09,2.38,2.86,3.24,1.99,1.71,1.59,596
94,42101009400,2.6,2.4,3.5,1.7,3.3,2.6,2.5,1.7,3.1,1.9,1.5,1.71,395
250,42101027300,2.04,2.29,2.84,2.64,2.56,2.71,2.04,2.01,3.29,1.6,1,1.51,286
229,42101025300,1.5,1.6,1.9,1.1,1.6,2.2,1.2,1.6,1.5,2.5,1,1.73,163
106,42101010700,2.1,1.9,3.1,2.4,2.8,2.5,1.6,2.4,3.6,2,2,1.93,169
75,42101007900,2,2.78,2.39,1.7,2.29,2.39,2.59,1.1,2.02,1.7,1.69,1.99,390
359,42101037700,3,3,3.43,2.71,3.1,2.7,2.52,2.81,3.66,2.23,1.96,2.35,160
249,42101027200,2.16,2.37,2.96,2.84,2.67,2.86,2.08,2.23,3.45,1.6,1,1.3,100
20,42101001400,2.51,2.75,3.35,2.6,3.4,1.94,2.25,2.34,2.62,1.95,1.52,2.55,313
114,42101011500,2.19,2.7,2.49,1.59,2.29,2.28,2.19,1.49,3.27,1.6,1.4,1.71,259
334,42101035500,1.48,1,1.32,1.15,1.22,1.1,1.5,1.18,1.01,1.35,1,1.27,463
354,42101036900,2,2.79,2.4,1.7,2.3,2.4,2.59,1.11,2.01,1.7,1.7,1.98,4
254,42101027600,1.9,2.3,3.2,2.2,2.9,2.9,2.5,2.2,3.3,1.3,1,1.25,336
284,42101030800,1.55,2.33,2.04,1.78,1.83,1.67,1.31,1,1.42,1.51,1,1.48,294
296,42101031700,2.4,2.43,2.45,2.02,2.25,2.33,1.53,1.49,3.39,1.56,1.82,1.31,326
53,42101004202,2.6,2.2,2.5,2.5,2.3,1.9,1.5,1.7,3.1,2.2,1.3,1.6,262
239,42101026301,1.2,2,2.1,1.5,1.9,1.6,1.3,1.1,2,1.9,1,1.47,172
300,42101032100,2.6,2.5,2.6,2.1,2.4,2.5,1.6,1.6,3.7,1.6,1.9,1.33,304
356,42101037300,0.95,0.89,1.2,0.85,1.08,0.68,0.63,0.73,0.8,0.86,0.51,0.57,358
278,42101030100,2.41,1.95,2.78,1.91,2.4,2.22,1.32,1.41,3.33,1.78,1.99,1.33,378
96,42101009600,2.24,2.61,2.8,1.73,2.64,2.43,2.24,1.58,3.38,1.77,1.66,1.71,357
326,42101034801,1.06,1.06,1.53,1.63,1.36,1.3,1.7,1.2,1.5,1.26,1,1.17,189
191,42101020101,2.1,2.6,2.3,2.4,2.1,2.5,2.5,2,2.4,2.1,1.8,2.03,209
178,42101018002,2.7,3.2,2.8,2.9,2.6,2,2.3,3,3.1,1.8,1.6,1.65,499
72,42101007400,2.25,2.8,2.59,1.95,2.36,2.4,2.72,1.68,2.96,1.37,1.57,1.68,276
227,42101024900,2.37,2.18,3.56,2.46,3.16,2.49,2.46,2.08,2.86,1.52,1,1.47,307
184,42101019200,2.65,2.85,2.78,2.78,2.61,2.86,2.96,3.16,3.45,1.94,1.72,1.55,511
281,42101030502,1.5,2.4,2,1.7,1.8,1.6,1.2,1,1.2,1.5,1,1.5,281
331,42101035200,1.09,1.09,1.59,1.69,1.39,1.29,1.7,1.19,1.59,1.2,1,1.19,447
220,42101024200,1.94,2.45,2.23,2.4,2,2.29,2.45,1.88,2.38,1.99,1.6,1.86,233
328,42101034803,1.06,1.06,1.52,1.62,1.36,1.29,1.7,1.19,1.49,1.26,1,1.17,467
81,42101008302,2,2.79,2.4,1.7,2.3,2.4,2.59,1.1,2.01,1.7,1.7,1.98,369
161,42101016800,2.26,2.93,3.81,2.44,3.52,2.33,2.87,2.78,3.47,2,1.63,1.75,376
221,42101024300,2.1,2.6,2.3,2.4,2.1,2.5,2.5,2,2.4,2.1,1.8,2.03,104
215,42101023700,1.5,1.79,1.7,1.59,1.5,1.7,1.69,1,1.4,1.4,1,1.27,272
148,42101015300,2.64,2.45,3.41,2.5,3.19,2.36,3,2.9,3.78,2.1,1.71,2.03,167
259,42101028000,2.36,2.5,3,2.95,2.7,2.25,2.1,2.13,3.44,1.7,1,1.13,285
63,42101006500,2.23,2.71,2.65,2.63,2.39,2.23,2.72,1.78,2.66,1.91,1.94,1.37,321
230,42101025400,1.49,1.6,1.9,1.1,1.6,2.19,1.2,1.59,1.5,2.49,1,1.72,212
383,42101989100,1.11,1.12,1.6,1.7,1.4,1.31,1.69,1.19,1.59,1.2,1,1.19,0
132,42101013700,3.3,2.4,2.9,2.9,2.7,2.3,2.2,3,3.7,2.1,2,3,559
49,42101004002,1.61,2.28,1.63,1.77,1.5,1.48,1.23,1.8,2.6,2.24,1.12,1.5,338
80,42101008301,2,2.79,2.4,1.7,2.3,2.4,2.59,1.1,2.01,1.7,1.7,1.98,278
216,42101023800,1.5,1.8,1.7,1.6,1.5,1.7,1.7,1,1.4,1.4,1,1.27,307
146,42101015102,2.42,2.74,2.86,2.17,2.59,2.2,3.16,2.9,3.6,2.66,2.19,2.87,301
51,42101004102,2.6,2.2,2.58,2.09,2.38,1.49,1.33,2.02,3.26,2.11,1.21,1.51,271
235,42101025900,1.2,2,2.1,1.5,1.9,1.6,1.3,1.1,2,1.9,1,1.47,283
90,42101009000,2.1,1.9,3.1,2.4,2.8,2.5,1.6,2.4,3.6,2,2,1.93,91
293,42101031501,1.55,2.12,1.72,1.68,1.55,1.58,1.28,1,1.78,1.37,1.47,1.18,489
286,42101031000,1.89,2,2.29,2.29,2.09,2.08,1.98,1,2.67,1.59,1,1.39,409
345,42101036203,1,1,1.11,1.2,1.1,1.19,1.77,1.1,1.3,1.19,1,1.14,512
333,42101035302,1,1,1.1,1.2,1.1,1.19,1.79,1.1,1.3,1.19,1,1.14,407
70,42101007200,1.7,2.7,2.69,2.49,2.39,1.81,2.11,1.2,1.62,1.81,1.9,1.24,567
225,42101024700,2.4,2.2,3.6,2.5,3.2,2.5,2.5,2.1,2.9,1.5,1,1.47,279
258,42101027902,2.49,2.59,3,2.99,2.7,1.7,2.1,2,3.39,1.79,1,1.04,150
252,42101027402,1.6,2,2.4,1.9,2.2,2.2,1.9,1.2,2.7,1.6,1,2.27,361
315,42101033800,1.49,1.9,1.6,1.7,1.3,1.2,1.1,1,1.21,1.3,1.09,1.1,383
176,42101017900,2.7,3.2,2.8,2.9,2.6,2,2.3,3,3.1,1.8,1.6,1.65,497
242,42101026500,1.4,1.99,1.9,2.39,1.6,1.6,2.29,1.5,2.29,1.7,1,1.36,266
350,42101036501,1.3,1,1.2,1.1,1.1,1.1,1.5,1.1,1,1.1,1,1.1,232
99,42101010000,2.17,2.7,2.47,1.59,2.26,2.23,2.17,1.47,3.21,1.61,1.4,1.71,274
18,42101001202,1.87,1.87,2.01,1.73,1.93,1.42,1.72,1.58,1.79,2.06,1.94,2.27,175
52,42101004201,2.6,2.2,2.5,2.5,2.3,1.9,1.5,1.7,3.1,2.2,1.3,1.6,379
257,42101027901,2.5,2.6,3,3,2.7,1.7,2.1,2,3.4,1.8,1,1.04,230
327,42101034802,1,1,1.4,1.49,1.3,1.29,1.69,1.19,1.3,1.39,1,1.13,421
295,42101031600,1.64,2.15,1.81,1.66,1.61,1.62,1.25,1.07,2.13,1.42,1.55,1.24,410
238,42101026200,1.2,2,2.1,1.5,1.9,1.6,1.3,1.1,2,1.9,1,1.47,263
245,42101026800,1.98,2.49,3.25,2.53,2.95,2.9,2.3,2.17,3.35,1.35,1,1.58,196
256,42101027800,2.5,2.6,3,3,2.7,1.7,2.1,2,3.4,1.8,1,1.04,221
40,42101003200,2.5,2.6,2.8,3.1,2.5,2.5,2.5,2.4,2.8,1.8,1.4,1.21,619
279,42101030200,2.54,2.34,2.65,2.04,2.4,2.42,1.52,1.54,3.59,1.65,1.92,1.33,489
69,42101007102,1.73,2.7,2.7,2.48,2.4,1.82,2.13,1.23,1.68,1.77,1.88,1.24,287
306,42101033101,1.7,2.2,1.8,1.9,1.7,1.8,1.5,1,1.5,1.3,1.4,1.07,327
343,42101036201,1,1,1.1,1.2,1.1,1.19,1.78,1.1,1.3,1.19,1,1.14,394
78,42101008102,2.23,2.8,2.55,1.85,2.22,2.55,2.98,1.4,3,2.31,2.23,1.99,492
261,42101028200,1.86,2.26,3.09,2.16,2.8,2.79,2.41,2.06,3.21,1.34,1,1.38,309
117,42101011900,1.86,2.7,2.24,1.51,1.87,1.45,1.86,1.24,2.19,1.76,1.4,1.71,324
324,42101034701,1,1,1.39,1.49,1.29,1.29,1.69,1.2,1.29,1.39,1,1.13,487
67,42101007000,2.65,2.71,2.61,2.78,2.4,2.57,3.23,2.25,3.5,2.06,2.01,1.47,381
255,42101027700,2.43,2.56,3.02,2.97,2.71,1.92,2.1,2.04,3.39,1.75,1,1.12,264
65,42101006700,2.68,2.7,2.6,2.89,2.4,2.58,3.27,2.27,3.46,2.19,2.09,1.46,524
201,42101021000,1.42,1.47,1.34,1.26,1.22,1.2,1.82,1.07,1.34,1.47,1,1.12,313
100,42101010100,2.2,2.7,2.5,1.6,2.3,2.3,2.2,1.5,3.3,1.6,1.4,1.71,487
332,42101035301,1,1,1.12,1.22,1.11,1.2,1.79,1.1,1.31,1.2,1,1.15,504
181,42101018800,2.55,3.08,2.54,2.69,2.34,2.34,2.64,2.98,3.14,1.79,1.92,1.55,483
312,42101033600,1.46,1.62,1.56,1.6,1.3,1.2,1.19,1.06,1.2,1.39,1.06,1.16,346
240,42101026302,1.29,2,2,1.91,1.76,1.6,1.75,1.28,2.13,1.8,1,1.41,238
46,42101003901,2.12,1.95,2.61,2.04,2.41,1.78,1.68,1.98,2.21,2.1,1.35,1.49,498
82,42101008400,2.02,2.83,2.36,1.82,2.16,2.61,2.78,1.22,2.83,1.76,1.73,1.98,542
265,42101028600,2.19,2.41,2.96,2.86,2.66,2.86,2.14,2.28,3.46,1.6,1.02,1.28,394
58,42101006000,1.96,2.7,2.67,2.6,2.4,2.01,2.41,1.49,2.1,1.9,1.95,1.29,328
43,42101003701,2.5,2.15,3.14,2.22,2.84,1.76,1.62,1.91,2.17,2.18,1.35,1.45,811
372,42101039000,1.79,2.11,2.23,2.15,2.03,1.98,1.79,1.01,2.33,1.57,1,1.42,419
241,42101026400,1.34,1.83,1.99,1.44,1.73,1.84,1.37,1.35,1.82,2.12,1,1.56,312
262,42101028300,2.03,2.61,3.28,2.74,2.98,2.89,2.18,2.15,3.39,1.39,1,1.77,382
19,42101001300,2.49,2.6,2.79,3.08,2.49,2.49,2.5,2.38,2.79,1.79,1.4,1.21,621
151,42101015800,2.4,2.3,2,1.9,1.7,1.9,1.3,1.7,1.6,1.6,1.5,1.08,664
41,42101003300,2.49,2.6,2.79,3.08,2.49,2.49,2.5,2.38,2.78,1.79,1.4,1.21,545
193,42101020200,2.1,2.6,2.3,2.4,2.1,2.5,2.5,2,2.4,2.1,1.8,2.03,289
302,42101032500,1.7,2.2,1.8,1.9,1.7,1.8,1.5,1,1.5,1.3,1.4,1.07,461
111,42101011200,2.6,2.4,3.5,1.7,3.3,2.6,2.5,1.7,3.1,1.9,1.5,1.71,820
163,42101016902,2.49,2.59,3.27,2.1,3.06,2.21,3.56,2.9,3.59,2.27,1.88,2.19,644
198,42101020700,1.69,2.18,2.47,1.49,2.27,1.39,1.21,1.29,1.49,1.3,1.19,1.2,482
303,42101032600,1.7,2.2,1.8,1.9,1.7,1.8,1.5,1,1.5,1.3,1.4,1.07,526
98,42101009802,1.8,2.7,2.2,1.5,1.8,1.3,1.8,1.2,2,1.8,1.4,1.71,256
116,42101011800,1.92,2.7,2.29,1.53,1.96,1.62,1.92,1.29,2.41,1.73,1.4,1.71,390
329,42101034900,1.1,1.1,1.6,1.7,1.4,1.3,1.7,1.2,1.6,1.2,1,1.2,494
208,42101021700,1.42,1.32,1.57,1.57,1.14,1.12,1.82,1,1.34,1.4,1,1.2,531
282,42101030600,1.5,2.4,2,1.7,1.8,1.6,1.2,1,1.2,1.5,1,1.5,435
47,42101003902,1.9,2.31,2.47,2.08,2.27,1.92,1.82,2.12,2.07,2.1,1.31,1.56,553
318,42101034100,1.35,1.62,1.91,1.77,1.67,1.65,1.61,1.24,1.95,1.59,1.04,1.3,324
42,42101003600,2.57,2.74,3.31,2.58,2.94,2.05,1.9,2.1,2.13,2.17,1.32,1.42,319
348,42101036303,1.2,1,1.4,1.3,1.3,1.1,1.2,1.1,1.4,1.1,1,1.13,685
344,42101036202,1.08,1,1.22,1.24,1.18,1.15,1.54,1.1,1.34,1.15,1,1.14,606
147,42101015200,2.4,3.08,3.88,2.49,3.58,2.2,2.62,2.9,3.69,2.1,1.8,1.87,307
56,42101005500,1.7,2.7,2.7,2.5,2.4,1.8,2.1,1.2,1.6,1.8,1.9,1.23,228
299,42101032000,1.89,2.26,1.97,1.94,1.85,1.95,1.52,1.13,1.99,1.36,1.51,1.12,521
83,42101008500,2.05,2.59,2.33,1.87,2.1,2.44,2.61,1.31,3.34,1.77,1.63,1.98,636
89,42101008802,2,2.79,2.4,1.7,2.3,2.4,2.59,1.11,2.01,1.7,1.7,1.98,55
277,42101030000,2.59,2.48,2.6,2.09,2.4,2.49,1.59,1.59,3.68,1.6,1.9,1.33,830
243,42101026600,1.4,2,1.9,2.4,1.6,1.6,2.3,1.5,2.3,1.7,1,1.36,356
244,42101026700,2.19,2.99,3.39,3.39,3.09,2.89,1.8,2.09,3.49,1.5,1,2.42,470
152,42101016000,2.4,2.71,2.41,2.17,2.11,2.45,1.78,1.9,1.94,1.94,1.77,1.57,824
320,42101034400,1.45,1,1.39,1.29,1.29,1.1,1.5,1.15,1.04,1.49,1,1.2,588
305,42101033000,1.7,2.2,1.8,1.9,1.7,1.8,1.5,1,1.5,1.3,1.4,1.07,577
113,42101011400,2.17,2.7,2.47,1.59,2.26,2.23,2.17,1.47,3.21,1.61,1.4,1.71,548
228,42101025200,1.95,1.9,2.76,1.81,2.41,2.35,1.86,1.85,2.21,1.99,1,1.59,431
79,42101008200,2,2.8,2.4,1.7,2.3,2.4,2.6,1.1,2,1.7,1.7,1.99,720
,,,,,,,,,,,,,,
